normalized_name,display_name_variants,variant_count,occurrence_count,recipe_count,dominant_kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,nutrition_source,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,primary_ingredient_hits,quantity_examples,category_examples,recipe_examples,note_examples
cozze grandi,Cozze Grandi (8),1,8,8,ingredient,unmatched,,,,,,,,0,1000 G (3) | 1500 G (1) | 2000 G (1) | 50 (1) | 30 (1),Antipasto | Pesce,Cozze All'agro | Cozze Con Pancetta | Cozze E Patate | Cozze Fritte (2) | Cozze Fritte Ripiene,
crema cacao scura,Crema Cacao Scura (8),1,8,8,ingredient,unmatched,,,,,,,,0,2/10 (3) | 1/3 (2) | 3/10 (2) | 2 Cucchiaini (1),Bevande,Alexander | Alexander (12) | Barnstormer | Exotic Coffee | Nine May,
crema di caffe,Crema Di Caffè (8),1,8,8,ingredient,unmatched,,,,,,,,4,1/3 (4) | 3 Cl (2) | 4/6 (2),Bevande,Alexander's Sister (3) | Atlantic Cognac | Casablanca | Casablanca (2) | Nero Americano,
crema di marroni,Crema Di Marroni (8),1,8,8,ingredient,unmatched,,,,,,,,3,200 G (3) | 120 G (1) | 700 G (1) | 150 G (1) | 220 G (1),Dessert,Bavarese Profumata | Dessert Di Marroni | Dolce Agli Amaretti | Dolce Veloce | Meringhe Ai Marroni,
crema menta verde,Crema Menta Verde (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/3 (4) | 3 Spruzzi (1) | 1/10 (1) | 3/14 (1) | 2/7 (1),Bevande,Grasshopper | Grasshopper (2) | Ladies And Gentleman | Mdj Light | Paola,
cuori di palma,Cuori Di Palma (8),1,8,8,ingredient,unmatched,,,,,,,,1,1 Scatola (3) | 4 (2) | 1/2 Scatola (1) | 2 (1) | 150 G (1),Antipasto | Carne | Contorno | Pesce,Gamberetti E Cuori Di Palma In Insalata | Insalata Di Palmito | Insalata Di Peperoni (2) | Insalata Esotica (3) | Involtini Di Trota Marinata,Preparazione: 30 minuti + la marinatura della torta. Calorie: 176.
curcuma in polvere,Curcuma In Polvere (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaino (3) | 1 Cucchiaino (2) | 2 Cucchiaini (1) | 1/4 Cucchiaino (1),Carne | Contorno | Pesce | Pollame | Salsa,Burro Speziato | Curry D'agnello | Frittelle Di Patate Speziate | Pollo Al Curry Con Banane | Pollo Alle Spezie Delicato,Luogo: Brasile. | Luogo: Bengala. | Luogo: India. Preparazione: 40 minuti. Cottura: 75 minuti.
datteri snocciolati,Datteri Snocciolati (8),1,8,8,ingredient,unmatched,,,,,,,,0,12 (3) | 100 G (1) | 6 (1) | 4 (1),Antipasto | Dessert | Primo,Bassi Salte | Couscous Delle Feste | Datteri Farciti Con Pancetta E Rosmarino Di Marinara | Datteri Farciti Con Pancetta E Rosmarino Di Marinara (2) | Dolcetti Ai Datteri,Luogo: Senegal.
dragoncello fresco,Dragoncello Fresco (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Mazzetto (2) | 1 Rametto (1) | 35 G (1) | 1 Cucchiaino (1) | 2 Mazzetti (1),Antipasto | Bevande | Contorno | Pollame | Primo,Coscette Di Pollo Al Limone | Fumet Di Granchio | Liquore Al Dragoncello | Paté Di Funghi E Noci | Tacchino Al Dragoncello,Preparazione: 5 minuti. Cottura: 30 minuti. | Preparazione: 35 minuti. Cottura: 90 minuti. Calorie: 285. | Preparazione: 25 minuti. Cottura: 45 minuti. Costo: 550.
fagioli cannellini secchi,Fagioli Cannellini Secchi (8),1,8,8,ingredient,unmatched,,,,,,,,2,300 G (3) | 200 G (2) | 150 G (2) | 160 G (1),Contorno | Pesce | Primo,Crema Di Cannellini | Insalata Di Fagioli E Bottarga | Minestrone Di Cavolo Nero E Farro | Nastrini Con Cozze E Fagioli | Polipo Con I Fagioli,Luogo: Campania. | Luogo: Spagna. | Luogo: Ciociaria. Luogo: Lazio.
farina di semola,Farina Di Semola (8),1,8,8,ingredient,unmatched,,,,,,,,0,150 G (2) | 300 G (2) | 400 G (1) | 100 G (1) | 50 G (1),Dessert | Pesce | Primo,"Cannelloni Del Padrino | Filetto Di Persico In Crosta Di Patate | Gnocchi Di Zucca (12) | Grattata Di Pasta Fresca Con Cannellini, Vongole E Ciliegini Salentini | Pandoro Alla Napoletana",Luogo: Sicilia. Luogo: Agrigento. | Luogo: Campania. Luogo: Napoli. | Preparazione: 30 minuti più il riposo della pasta.
fasolari,Fasolari (8),1,8,8,ingredient,unmatched,,,,,,,,3,8 (3) | 500 G (2) | 20 (1) | 16 (1) | 10 (1),Pesce | Primo,Alici Fritte Su Letto Di Scarola E Fasolari Gratinati | Bucatini Coi Fasolari | Farinata Ai Frutti Di Mare | Maltagliati Ai Fasolari | Pasta Fredda Di Pesce,Preparazione: 30 minuti. Cottura: 20 minuti. | Calorie: 455. | Preparazione: 60 minuti. Cottura: 20 minuti. Calorie: 241.
fichi freschi,Fichi Freschi (8),1,8,8,ingredient,unmatched,,,,,,,,1,500 G (2) | 750 G (1) | 4 (1) | 20 (1) | 2500 G (1),Carne | Dessert | Pollame | Salsa,Cognà (2) | Confettura Di Fichi Con Succo D'arancia | Cuore Di Selvaggina Stufato | Fagiano Ai Fichi Freschi | Filetti D'anatra Ai Fichi,Luogo: Piemonte. Luogo: Alba. Cottura: 360 minuti.
filetti di rombo,Filetti Di Rombo (8),1,8,8,ingredient,unmatched,,,,,,,,1,4 (4) | 6 (1) | 450 G (1) | 200 G (1) | 400 G (1),Pesce | Primo,Filetto Di Rombo A Vapore Con Verdure | Filetto Di Rombo Vestito Di Patate | Linguine Con Rombo Al Profumo Di Maggiorana | Rombo Ai Porcini | Rombo All'arancia,Luogo: Liguria. | Preparazione: 30 minuti. Calorie: 225. | Preparazione: 35 minuti.
finocchietti selvatici,Finocchietti Selvatici (8),1,8,8,ingredient,unmatched,,,,,,,,1,250 G (2) | 300 G (1) | 200 G (1) | 1000 G (1) | 1 Mazzetto (1),Carne | Primo,Agnello Ai Finocchietti | Anyell Amb Fenoll Bord | Bucatini Con Le Sarde | Maccheroncini Al Finocchietto | Minestra Di Fave E Salsiccia,Luogo: Spagna. Luogo: Catalogna. | Ricetta adatta a: bambini piccoli. | Luogo: Sardegna.
fiocchi di latte,Fiocchi Di Latte (8),1,8,8,ingredient,unmatched,,,,,,,,1,150 G (2) | 200 G (2) | 100 G (2) | 4 Cucchiai (1) | 50 G (1),Antipasto | Contorno | Dessert | Primo,Abbraccio Di Mezze Maniche | Avocado Ripieni | Calice Di Fiocchi Di Latte Con Uva Bianca E Nera Al Caramello | Crema Gelata All'ananas (2) | Gnocchetti Aromatici,
foglie di menta fresca,Foglie Di Menta Fresca (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Manciata (3) | 1 Cucchiaio (1) | 100 G (1) | 50 G (1) | 1 G (1),Bevande | Contorno | Primo | Salsa,Aceto Aromatizzato Alla Menta | Carciofi In Salsa D'uova | Linguine Alla Menta | Liquore Alla Menta | Pomodori Farciti Ai Dodici Sapori,Preparazione: 30 minuti. | Preparazione: 20 minuti.
foglie di vite,Foglie Di Vite (8),1,8,8,ingredient,unmatched,,,,,,,,0,12 (2) | 16 (1) | Alcune (1) | 24 (1),Antipasto | Contorno | Pesce | Pollame | Primo,Anguilla In Foglie Di Vite | Da'u'ali | Dolma'des | Fagottini Di Foglie Di Vite | Funghi Al Forno,Luogo: Medio Oriente. | Luogo: Grecia. | Luogo: Veneto. Luogo: Padova.
formaggio parmigiano a scaglie,Formaggio Parmigiano A Scaglie (8),1,8,8,ingredient,unmatched,,,,,,,,0,50 G (1) | 80 G (1),Carne | Contorno | Primo,Bucatini Con Zucchine | Insalata Di Ovoli E Porcini | Pasta Alle Noci (2) | Piccola Mousse Di Carciofi | Saltimbocca Al Marsala,
frutta fresca di stagione,Frutta Fresca Di Stagione (8),1,8,8,ingredient,unmatched,,,,,,,,0,,Antipasto | Bevande,Bolero | Briz | Giacky | Kiss Kiss | Montecarlo,Luogo: Francia. Preparazione: 10 minuti. Cottura: 5 minuti.
funghi trifolati,Funghi Trifolati (8),1,8,8,ingredient,unmatched,,,,,,,,0,100 G (2) | 50 G (1) | 200 G (1),Antipasto | Carne | Pollame | Primo,"Cartoccio Di Pennette, Pollo E Fontina | Crostini Alla Ponticiana | Focaccine Alla Provola | Involtini Di Cotenna In Umido | Involtini Di Pollo In Tortiera",Cottura: 40 minuti.
gelato alla vaniglia v ricetta,Gelato Alla Vaniglia (v. Ricetta) (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 (7) | 350 G (1),Dessert,Bomba Deliziosa | Chaud-froid Al Cioccolato | Coppe Al Whisky | Coppe All'amaretto | Coppe Del Bosco (3),Preparazione: 60 minuti. | Preparazione: 15 minuti. | Preparazione: 20 minuti.
insalata russa,Insalata Russa (8),1,8,8,ingredient,unmatched,,,,,,,,0,150 G (1) | 1 Tazza (1) | Abbondante (1) | 500 G (1) | 300 G (1),Antipasto | Contorno | Pesce,Antipasto Di Aragosta In Bellavista | Coni Di Prosciutto | Involtini Di Insalata Russa | Pomodori Alla Russa | Pomodori Ripieni D'insalata Russa,Luogo: Russia. | Cottura: 20 minuti.
insalata trevisana,Insalata Trevisana (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Cespo (3) | 100 G (1) | 8 Foglie (1) | 3 Cespi (1) | 8 Cespi (1),Antipasto | Carne | Contorno | Primo,Carpaccio Al Forno (3) | Insalata Di Granchio (2) | Insalata Di Melagrane | Insalata Di Trevisana Ai Funghi | Insalatona Invernale,Cottura: 20 minuti. Preparazione: 5 minuti.
latte di mandorle,Latte Di Mandorle (8),1,8,8,ingredient,unmatched,,,,,,,,3,1/4 (3) | 25 Cl (2) | 2 Cucchiai (1) | 1/4 Bicchiere (1) | 1 Bicchiere (1),Bevande | Dessert,Aspic Di Frutta Di Bosco Con Salsa Al Latte Di Mandorla | Mandorle In Gelatina | Spremuta Di Arancia E Latte Di Mandorle | Succo A Un Solo Gusto (18) | Succo Di Papaia Con Succo Di Pera E Latte Di Mandorle,Luogo: Cina.
limone piccolo succo,Limone Piccolo (succo) (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 (7) | 1/2 (1),Bevande | Salsa,Cuba Libre (3) | Flamingo (2) | Gin Lemon | Rum Collins (2) | Salsa Umbra Per Trota In Court Bouillon,Luogo: Cuba. | Luogo: Umbria.
lombata di manzo,Lombata Di Manzo (8),1,8,8,ingredient,unmatched,,,,,,,,1,1000 G (3) | 800 G (2) | 460 G (1) | 300 G (1) | 4 Fettine (1),Carne | Primo,Anello Di Riso Con Tagliata E Verdure | Anolini Alla Parmigiana | Bistecchine Veloci | Bogràcsgoulyàs | Bollito Alla Piemontese,Preparazione: 20 minuti. Calorie: 471. | Luogo: Ungheria. | Luogo: Piemonte.
mandarinetto,Mandarinetto (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/5 (2) | Poche Gocce (1) | 1 Bicchierino (1) | 1/6 (1) | 1/2 (1),Bevande | Dessert,Cardinale | Charlotte Alla Frutta | Gelatina Di Arance | Ischia | Martina,
mandorle a filetti,Mandorle A Filetti (8),1,8,8,ingredient,unmatched,,,,,,,,0,200 G (1) | 2 Cucchiai (1) | 40 G (1) | 30 G (1) | 100 G (1),Carne | Dessert,Bocconcini Di Maiale Con Patate Dolci E Cipolla | Fichi Al Porto | Gratin Alle Mandorle | Panettone Farcito | Tartellette Alle Mandorle,Luogo: Lombardia.
mandorle a lamelle,Mandorle A Lamelle (8),1,8,8,ingredient,unmatched,,,,,,,,0,50 G (1) | 40 G (1) | 100 G (1) | 200 G (1) | 1 Cucchiaio (1),Dessert | Pollame | Primo,Amandin Con Mandorle E Arance | Coppe Di Cachi (2) | Coupelle Con Gelato Di Ciliegie | Dolce Di Mele E Mandorle | Insalata Di Tacchino (2),Preparazione: 120 minuti.
margarina o burro,Margarina (o Burro) (7) | Margarina O Burro (1),2,8,8,ingredient,unmatched,,,,,,,,0,50 G (2) | 200 G (2) | 100 G (1) | 60 G (1) | 600 G (1),Carne | Dessert | Primo,Biscotti Al Formaggio | Biscotti Svedesi Al Cioccolato | Bollito Con Purè E Verdure | Braciole Di Vitello Al Madera | Cannelloni Con Gli Spinaci,Luogo: Olanda. | Luogo: Svezia. Preparazione: 60 minuti.
marmellata di ciliegie,Marmellata Di Ciliegie (8),1,8,8,ingredient,unmatched,,,,,,,,3,150 G (1) | 300 G (1) | 1 Barattolo (1) | 1 Vasetto (1) | 4 Cucchiai (1),Dessert,Barchette Con Marmellata Di Ciliegie | Charlotte Con Ricotta | Crostata Alla Marmellata Di Ciliegie | Crostata Di Ciliegie | Dessert Di Mascarpone,Preparazione: 15 Minuti.
marmellata di fragole,Marmellata Di Fragole (8),1,8,8,ingredient,unmatched,,,,,,,,1,1 Vasetto (1) | 250 G (1) | 3 Cucchiai (1) | 50 G (1) | 300 G (1),Antipasto | Dessert,Crostata Di Fragole | Frittelle Alla Cannella | Pesche Alle Fragoline | Sandwich Di Marmellata Di Fragole | Tartellette Alla Marmellata Di Fragole,Preparazione: 15 Minuti.
mazzetto aromatico,Mazzetto Aromatico (7) | Mazzetto Aromatico: (1),2,8,8,ingredient,section-label,,,,,,,,0,1 (6),Antipasto | Carne | Pesce | Pollame | Primo,Fondo Di Selvaggina | Insalata Di Scampi E Asparagi (2) | Insalata Di Scampi E Asparagi (3) | Insalata Di Scampi E Asparagi (4) | Minestra Di Riso Aromatica,
melanzana grande,Melanzana Grande (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 (8),Antipasto | Contorno | Primo | Salsa,Antipasto Freddo | Crema Alle Melanzane | Crostoni Di Melanzane | Lasagne Con Melanzane E Ricotta | Melanzane E Peperoni In Tortiera,
menta fresca tritata,Menta Fresca Tritata (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (4) | 1 Cucchiaino (2) | Alcune Foglie (1) | 2 Cucchiai (1),Antipasto | Bevande | Contorno | Pesce | Salsa,Bruschetta Con Yogurth E Cetrioli | Burro Al Limone | Insalata Di Spinaci E Yogurth | Melone Farcito Alla Polpa Di Granchio | Sgombri Al Forno Con Salsa Di Yogurth,Luogo: Grecia.
miele liquido,Miele Liquido (8),1,8,8,ingredient,unmatched,,,,,,,,1,1 Cucchiaio (2) | 2 Cucchiai (2) | 2 Cucchiaini (1) | 70 G (1) | 1 Cucchiaino (1),Antipasto | Bevande | Carne | Dessert,Arrosto Delicato | Dolce Di Frutta Secca | Frittelle Di Miele | Honey Suckle | Macedonia Alla Ricotta,Luogo: Svizzera.
mozzarella fiordilatte,Mozzarella Fiordilatte (8),1,8,8,ingredient,unmatched,,,,,,,,0,300 G (4) | 250 G (2) | 1 (1) | 1/2 (1),Antipasto | Carne | Contorno | Primo,Bruschetta Alla Parmigiana | Bruschetta Con Pomodori Secchi E Fior Di Latte | Costolette Al Sugo | Lasagna | Maccheroni Al Forno,
mozzarella piccola,Mozzarella Piccola (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 (8),Antipasto | Carne | Contorno | Primo,Fiori Di Zucchine Ripieni E Fritti | Involtini Di Melanzane | Pappardelle Al Ragù Di Melanzane | Riso Tricolore | Sarde Alla Mozzarella,Preparazione: 15 minuti. Cottura: 10 minuti. | Luogo: Lombardia.
olio,Olio (8),1,8,8,ingredient,unmatched,,,,,,,,0,8 Cl (1) | 2 Spicchi (1),Carne | Contorno | Pollame | Primo,Agnello Con Verdure | Aspic Di Piccione Con Tartufo E Fegato Grasso | Bocconcini Di Maiale Con Patate Dolci E Cipolla | Crepes Al Pomodoro E Ai Funghi | Fusilli Alla Mortadella,Luogo: Lombardia. Luogo: Milano. | Luogo: Umbria.
pancarre raffermo,Pancarré Raffermo (8),1,8,8,ingredient,unmatched,,,,,,,,0,500 G (1) | 4 Fette (1) | 8 Fette (1) | 2 Fette (1) | 100 G (1),Antipasto | Contorno | Dessert | Pesce,Budino Della Nonna | Calamari Ripieni (3) | Crostoni Di Albicocche | Gamberetti In Crosta | Peperoni Ripieni (2),
pane carasau,Pane Carasau (8),1,8,8,ingredient,unmatched,,,,,,,,3,5 Fogli (2) | 2 Fogli (1) | 6 Sfoglie (1) | 4 Dischi (1) | 4 Fogli (1),Antipasto | Contorno | Primo,Caciocavallo Con Pane Carasau E Miele | Carasau Alla Barbaricina | Insalata Novella Al Pane Carasau | Melanzane Alla Sulcitana | Melanzane Alla Sulcitana (2),Luogo: Sardegna. | Preparazione: 10 minuti. Cottura: 5 minuti. | Preparazione: 20 minuti. Cottura: 10 minuti. Luogo: Sardegna.
pangrattato bianco,Pangrattato Bianco (8),1,8,8,ingredient,unmatched,,,,,,,,0,50 G (2) | 4 Cucchiai (2) | 100 G (1) | 2 Cucchiai (1) | 75 G (1),Antipasto | Contorno,Cavolo Ripieno | Champignon Farciti Fritti | Cipolle Farcite | Crocchette Di Mais | Crocchette Di Melanzane,Preparazione: 10 minuti. Cottura: 6 o 8 minuti. | Preparazione: 25 minuti. Cottura: 105 minuti. | Preparazione: 105 minuti.
parfait amour,Parfait Amour (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/8 (2) | 1/6 (2) | 3 Cucchiai (1) | 1/3 (1) | 1/4 (1),Bevande,Amor | Bols Pousse Cafè | Boys Pousse | Caucasian | Caucaso,
pasta di tartufo,Pasta Di Tartufo (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (2) | 1 Cucchiaino (2) | 20 G (1),Antipasto | Carne | Pollame | Primo,Bignè Al Formaggio | Faraona Al Cartoccio | Penne Con Tartufo E Piselli | Scaloppe Alla Fontina | Sfoglia Di Tartufo,
pasta per pizze,Pasta Per Pizze (8),1,8,8,ingredient,unmatched,,,,,,,,1,1 Confezione (5) | 200 G (3),Antipasto | Primo,Pizza Al Grana | Pizza Alla Mozzarella | Pizza Alla Rucola | Pizza Allo Speck | Pizza Aromatica,
pasta tipo bigoli,Pasta Tipo Bigoli (8),1,8,8,ingredient,unmatched,,,,,,,,0,400 G (4) | 320 G (2) | 280 G (1),Primo,Bigoli Al Gorgonzola | Bigoli Al Radicchio | Bigoli Alle Acciughe | Bigoli Con L'anatra | Bigoli Con La Bottarga,Luogo: Veneto. Luogo: Vicenza. Preparazione: 90 minuti.
pasta tipo ditalini rigati,Pasta Tipo Ditalini Rigati (8),1,8,8,ingredient,unmatched,,,,,,,,0,250 G (2) | 150 G (2) | 100 G (1) | 300 G (1) | 200 G (1),Primo,Insalata Di Pasta (3) | Minestra Di Lenticchie (4) | Minestra Facile | Minestrone Semplice | Pasta Alla Milanese,Luogo: Lazio. Luogo: Roma. | Preparazione: 180 minuti. | Luogo: Lombardia. Luogo: Milano.
pate di fegato,Paté Di Fegato (8),1,8,8,ingredient,unmatched,,,,,,,,2,200 G (2) | 1 Scatoletta (1) | 150 G (1) | Poco (1) | 250 G (1),Antipasto | Carne | Contorno,Arrosto Al Paté | Crostoni Alla Hollywood | Filetto In Crosta | Filetto Tartufato | Filetto Wellington,Luogo: Regno Unito. | Cottura: 10 minuti.
pectina fruttapec cameo,Pectina (fruttapec Cameo) (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Bustina (5) | 1 Busta (3),Dessert,Confettura D'autunno | Confettura D'estate | Confettura Di Cachi E Pere | Confettura Di Fichi Con Succo D'arancia | Confettura Di Pesche E More,
pepe macinato fresco,Pepe Macinato Fresco (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Pizzico (1),Antipasto | Contorno | Pesce | Salsa,Aringhe In Insalata | Burro Al Salmone | Insalata Leggera | Pancarré Con Il Burro Al Salmone | Pane Con Il Burro Al Salmone,Luogo: Portogallo. | Luogo: Abruzzo.
pepe rosa in grani,Pepe Rosa In Grani (8),1,8,8,ingredient,unmatched,,,,,,,,0,Alcuni Grani (1) | 1 Cucchiaio (1),Antipasto | Pesce | Salsa,Aceto Al Miele E Pepe Rosa | Aceto Al Miele E Pepe Rosa (2) | Aceto Al Miele E Pepe Rosa (3) | Aceto Al Miele E Pepe Rosa (4) | Aceto Al Pepe Rosa,Luogo: Lazio.
pepe rosso,Pepe Rosso (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Pizzico (3) | 20 G (2),Bevande | Carne | Dessert | Pesce | Primo,Astice Alla Borghese | Bloody Mary (6) | Gelatina Di Maiale | Mele Calde Al Pepe Rosso | Pere Al Vino Rosso (3),Luogo: Spagna. Luogo: Catalogna.
peperoncini rossi piccanti,Peperoncini Rossi Piccanti (8),1,8,8,ingredient,unmatched,,,,,,,,2,2 (4) | 50 G (2) | 80 G (1) | 3 (1),Carne | Dessert | Primo | Salsa,Aceto Al Peperoncino (6) | Aceto Al Peperoncino (7) | Chili Con Carne | Lonza Alle Fragole | Morzeddu,Luogo: Calabria. | Luogo: Abruzzo. | Luogo: Sudafrica.
peperoncino macinato,Peperoncino Macinato (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Presa (1),Antipasto | Carne | Pesce | Primo,Acciughe Crude | Acciughe Marinate Alla Sambenedettese | Alici Crude | Calamari Ripieni A Modo Mio | Carpaccio Di Pesce Spada (2),Luogo: Sicilia. Luogo: Palermo. Luogo: Trapani. | Luogo: Ciociaria. Luogo: Lazio. | Luogo: Stati Uniti. Luogo: Isole Hawaii. Preparazione: 10 minuti. Cottura: 15 minuti.
peperone rosso sott aceto,Peperone Rosso Sott'aceto (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 (4) | 50 G (2) | 1 Falda (2),Antipasto | Contorno | Primo | Salsa,Antipasto All'italiana (2) | Antipasto Hawaiano (2) | Antipasto Milleluci | Insalata Di Pasta (2) | Mattonella Salata,Luogo: Stati Uniti. Luogo: Isole Hawaii. | Calorie: 455. | Preparazione: 60 minuti. Calorie: 360.
peperoni dolci,Peperoni Dolci (8),1,8,8,ingredient,unmatched,,,,,,,,1,3 (3) | 500 G (2) | 2 (1) | 6 (1) | 4 (1),Antipasto | Contorno | Pollame | Primo,Bucatini Con Salsa Ai Peperoni | Chutney Di Gamberi | Penne Con Salsa Di Peperoni E Pomodori | Peperoni Alla Mozzarella | Peperoni Ripieni Di Riso,Calorie: 320. | Luogo: Lazio. | Luogo: Friuli.
per la pasta brisee,Per La Pasta Brisée: (8),1,8,8,section-label,section-label,,,,,,,,0,,Antipasto | Dessert,Amaretto Dolce Stil Novo | Barchette Con Marmellata Di Albicocche | Barchette Con Marmellata Di Ciliegie | Pasticcini Salati Alla Frutta | Piccoli Flan Di Mandorle,Preparazione: 75 minuti. | Luogo: Lazio. | Preparazione: 60 minuti. Calorie: 281.
pesca drink boero,Pesca Drink Boero (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/10 (3) | 2/10 (2) | 2 G (1) | 2 Gocce (1) | 1/5 (1),Bevande,Danielik | Franzisca | Glamour | I And You | Mia... Martini,
pesce,Pesce (8),1,8,8,ingredient,unmatched,,,,,,,,7,5 Tranci (2) | 400 G (1) | 800 G (1) | 1500 G (1) | 2500 G (1),Pesce | Primo,Brodetto Di Pesce Alla Marchigiana | Morbidelle Di Pesce | Peixada | Pesce Al Pomodoro (2) | Pesce Alla Brace,Luogo: Brasile. | Luogo: Marche.
peychaud,Peychaud (8),1,8,8,ingredient,unmatched,,,,,,,,0,1/4 (2) | 1/3 (2) | 2/6 (1) | 1 Spruzzo (1) | 1 Cucchiaio (1),Bevande,Cape Canaveral | Ciclamino | New Orleans Fizz | Riviera | Sky (2),
pinoli tritati,Pinoli Tritati (8),1,8,8,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (5) | 1 Manciata (3),Antipasto | Contorno | Pesce | Primo | Salsa,Chiftele De Vinete Rumenesti | Pasta Carciofi E Menta | Polpette Di Melanzane Alla Rumena | Tartine Al Formaggio E Brandy | Tartine Al Formaggio E Brandy (2),Luogo: Romania.
piselli secchi,Piselli Secchi (8),1,8,8,ingredient,unmatched,,,,,,,,2,300 G (4) | 250 G (3) | 4 Cucchiai (1),Antipasto | Contorno | Primo,Crema Di Piselli E Lattuga | Erwtensoep | Passata Di Piselli | Purè Di Piselli | Timballo Contadino,Luogo: Belgio. | Luogo: Olanda.
polpa di maiale macinata,Polpa Di Maiale Macinata (8),1,8,8,ingredient,unmatched,,,,,,,,0,100 G (3) | 200 G (2) | 250 G (2) | 1000 G (1),Carne | Primo | Salsa,Cevapcici Originali | Chorizo | Kjottkaker | Maccheroni Col Ferro Al Ragù | Polpette Norvegesi,Luogo: Stati Uniti. Luogo: Nuovo Messico. | Luogo: Norvegia. Calorie: 477. | Luogo: Emilia-Romagna. Luogo: Bologna.
pomodori rotondi,Pomodori Rotondi (8),1,8,8,ingredient,unmatched,,,,,,,,2,8 (4) | 200 G (1) | 4 (1) | 1000 G (1) | 12 (1),Contorno | Pesce,Pomodori Al Verde | Pomodori Alla Ligure | Pomodori Farciti Al Basilico | Pomodori Gratinati (5) | Pomodori In Graticola,Luogo: Liguria. | Luogo: Lazio.
pomodori san marzano maturi,Pomodori San Marzano Maturi (8),1,8,8,ingredient,unmatched,,,,,,,,0,300 G (2) | 500 G (2) | 6 (1) | 700 G (1),Antipasto | Carne | Contorno | Primo,Bruschetta Al Pomodoro | Manzanella Toscana | Panzanella Toscana (3) | Spaghetti Al Pesto Delle Lipari | Spaghetti Al Pomodoro E Olive,Luogo: Toscana. | Luogo: Sicilia. | Preparazione: 30 minuti. Cottura: 20 minuti.
prezzemolo sminuzzato,Prezzemolo Sminuzzato (8),1,8,8,ingredient,unmatched,,,,,,,,0,100 G (5) | 1 Cucchiaio (1),Antipasto | Carne | Contorno,Crema Di Tonno Alla Casablanca | Frikadeller | Insalata Alla Francese (2) | Insalata Alla Francese (3) | Insalata Alla Francese (4),Luogo: Danimarca. | Luogo: Francia.
prosciutto cotto tagliato a dadini,Prosciutto Cotto Tagliato A Dadini (8),1,8,8,ingredient,unmatched,,,,,,,,0,150 G (2) | 100 G (1) | 80 G (1) | 50 G (1) | 200 G (1),Antipasto | Contorno | Dessert | Primo,Crostata Di Ricotta (5) | Frittata Invernale | Lumache Alla Provenzale | Mele Fantasia | Minestra Russa Di Carne E Verdure,Luogo: Lazio. | Luogo: Francia. Luogo: Provenza. | Luogo: Russia.
puntarelle,Puntarelle (8),1,8,8,ingredient,unmatched,,,,,,,,5,1000 G (2) | 600 G (2) | 250 G (1) | 200 G (1) | 1 Cespo (1),Antipasto | Contorno | Pesce | Primo,Brandade Di Baccalà Con Puntarelle Saltate E Arringa Affumicata | Bruschette Con Puntarelle | Insalata Con Le Puntarelle | Insalata Di Stoccafisso | Mezze Maniche Al Sugo Verde,Preparazione: 15 minuti. Cottura: 10 minuti. | Preparazione: 35 minuti. Cottura: 25 minuti. | Luogo: Lazio.
